"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2021","2021-Q1","2021-M01","2021-M02","2021-M03","2021-Q2","2021-M04","2021-M05","2021-M06","2021-Q3","2021-M07","2021-M08","2021-M09","2021-Q4","2021-M10","2021-M11","2021-M12","2022","2022-Q1","2022-M01","2022-M02","2022-M03","2022-Q2","2022-M04","2022-M05","2022-M06","2022-Q3","2022-M07","2022-M08","2022-M09","2022-Q4","2022-M10","2022-M11","2022-M12","2023","2023-Q1","2023-M01","2023-M02","2023-M03","2023-Q2","2023-M04","2023-M05","2023-M06","2023-Q3","2023-M07","2023-M08","2023-M09","2023-Q4","2023-M10","2023-M11","2023-M12","2024","2024-Q1","2024-M01","2024-M02","2024-M03","2024-Q2","2024-M04","2024-M05","2024-M06","2024-Q3","2024-M07","2024-M08","2024-M09","2024-Q4","2024-M10","2024-M11","2024-M12","2025-Q1","2025-M01","2025-M02","2025-M03","2025-M04"
"IMF.STA:IMTS(1.0.0)","BTN.XG_FOB_USD.IND.M","OBS_VALUE","Bhutan","Exports of goods, Free on board (FOB), US dollar","India","Monthly","Millions","","","4.1713809E7","4.4353888E7","6.0163499E7","","4.8338143E7","9.2415941E7","1.26477883E8","","5.6044313E7","5.703042E7","6.2197123E7","","1.05855766E8","7.7595454E7","6.1105548E7","","","6.4743291E7","5.568251E7","6.8764855E7","","4.4034933E7","7.7534108E7","5.8009238E7","","6.0353971E7","6.7246309E7","5.9572737E7","","5.1859398E7","5.6399245E7","4.2209346E7","","","6.2645451E7","4.6902619E7","2.14385946E8","","4.7991419E7","5.5077988E7","4.706402E7","","5.3845869E7","1.14969255E8","4.8933218E7","","5.2225202E7","4.9464332E7","6.1468402E7","","","4.0210174E7","5.6113094E7","6.1187787E7","","5.1242958E7","6.9035877E7","5.6584498E7","","5.8782691E7","6.6261234E7","6.3980365E7","","1.69791842E8","5.4241156E7","1.64530974E8","","7.0739063E7","6.6362625E7","1.63358456E8","7.5340704E7"
"IMF.STA:IMTS(1.0.0)","BTN.XG_FOB_USD.NPL.M","OBS_VALUE","Bhutan","Exports of goods, Free on board (FOB), US dollar","Nepal","Monthly","Millions","","","153379.0","179835.0","221917.0","","182462.0","354578.0","472987.0","","209510.0","212605.0","231545.0","","396677.0","297853.0","231800.0","","","251307.0","216500.0","272997.0","","185391.0","315554.0","221339.0","","243260.0","272856.0","245518.0","","197429.0","220606.0","155584.0","","","235949.0","188400.0","801082.0","","208175.0","230797.0","206318.0","","215439.0","433941.0","205565.0","","212673.0","185383.0","240258.0","","","165647.0","214530.0","239836.0","","197838.0","265866.0","217156.0","","235284.0","275991.0","265817.0","","639829.0","217814.0","614081.0","","280293.0","256244.0","602993.0","285739.0"
"IMF.STA:IMTS(1.0.0)","BTN.XG_FOB_USD.BGD.Q","OBS_VALUE","Bhutan","Exports of goods, Free on board (FOB), US dollar","Bangladesh","Quarterly","Millions","","3628856.0","","","","1852770.0","","","","1503467.0","","","","1568903.0","","","","","1978473.0","","","","2175971.0","","","","1627872.0","","","","1348402.0","","","","","2751242.0","","","","1685465.0","","","","1311874.0","","","","1622316.0","","","","","3165013.0","","","","1828373.0","","","","1790711.0","","","","1972409.0","","","","5825946.0","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.TBG_USD.IND.A","OBS_VALUE","Afghanistan, Islamic Republic of","Trade balance goods, US dollar","India","Annual","Millions","-1.3198098E8","","","","","","","","","","","","","","","","","-1.16540067E8","","","","","","","","","","","","","","","","","5.3046623E7","","","","","","","","","","","","","","","","","8.8892867E7","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.TBG_USD.LKA.A","OBS_VALUE","Afghanistan, Islamic Republic of","Trade balance goods, US dollar","Sri Lanka","Annual","Millions","-2253389.0","","","","","","","","","","","","","","","","","-105328.0","","","","","","","","","","","","","","","","","-93720.0","","","","","","","","","","","","","","","","","-86892.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.NPL.A","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Nepal","Annual","Millions","1.8896363E7","","","","","","","","","","","","","","","","","1637723.0","","","","","","","","","","","","","","","","","4771411.0","","","","","","","","","","","","","","","","","4185697.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.AFG.A","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Afghanistan, Islamic Republic of","Annual","Millions","-410429.0","","","","","","","","","","","","","","","","","-1025332.0","","","","","","","","","","","","","","","","","-329049.0","","","","","","","","","","","","","","","","","-141287.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","BGD.TBG_USD.NPL.A","OBS_VALUE","Bangladesh","Trade balance goods, US dollar","Nepal","Annual","Millions","1.00060905E8","","","","","","","","","","","","","","","","","5.0730784E7","","","","","","","","","","","","","","","","","2.8762231E7","","","","","","","","","","","","","","","","","3.4771505E7","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.BGD.A","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","Bangladesh","Annual","Millions","2.21596973E8","","","","","","","","","","","","","","","","","2.17539743E8","","","","","","","","","","","","","","","","","1.7387468E8","","","","","","","","","","","","","","","","","2.39288787E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","BTN.TBG_USD.NPL.A","OBS_VALUE","Bhutan","Trade balance goods, US dollar","Nepal","Annual","Millions","-2.5183712E7","","","","","","","","","","","","","","","","","-3.0126068E7","","","","","","","","","","","","","","","","","-2.7774674E7","","","","","","","","","","","","","","","","","-3.5101755E7","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.MG_CIF_USD.BGD.A","OBS_VALUE","Myanmar","Imports of goods, Cost insurance freight (CIF), US dollar","Bangladesh","Annual","Millions","3.8748342E7","","","","","","","","","","","","","","","","","3.6890694E7","","","","","","","","","","","","","","","","","2.4981316E7","","","","","","","","","","","","","","","","","2.288067E7","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.MG_CIF_USD.PAK.A","OBS_VALUE","Myanmar","Imports of goods, Cost insurance freight (CIF), US dollar","Pakistan","Annual","Millions","1.8023964E7","","","","","","","","","","","","","","","","","2.0912096E7","","","","","","","","","","","","","","","","","2.1978144E7","","","","","","","","","","","","","","","","","2.0925356E7","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","IND.TBG_USD.LKA.A","OBS_VALUE","India","Trade balance goods, US dollar","Sri Lanka","Annual","Millions","3.815132622E9","","","","","","","","","","","","","","","","","5.331595044E9","","","","","","","","","","","","","","","","","2.37574169E9","","","","","","","","","","","","","","","","","3.49225E9","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","IND.XG_FOB_USD.BTN.A","OBS_VALUE","India","Exports of goods, Free on board (FOB), US dollar","Bhutan","Annual","Millions","8.6731483E8","","","","","","","","","","","","","","","","","1.014594154E9","","","","","","","","","","","","","","","","","9.69587462E8","","","","","","","","","","","","","","","","","1.19215E9","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","IND.TBG_USD.AFG.A","OBS_VALUE","India","Trade balance goods, US dollar","Afghanistan, Islamic Republic of","Annual","Millions","1.52197341E8","","","","","","","","","","","","","","","","","7.2056926E7","","","","","","","","","","","","","","","","","-2.84812218E8","","","","","","","","","","","","","","","","","-3.0854E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","IND.TBG_USD.NPL.A","OBS_VALUE","India","Trade balance goods, US dollar","Nepal","Annual","Millions","7.886901764E9","","","","","","","","","","","","","","","","","7.671670415E9","","","","","","","","","","","","","","","","","6.390262111E9","","","","","","","","","","","","","","","","","6.2216E9","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.TBG_USD.LKA.A","OBS_VALUE","Nepal","Trade balance goods, US dollar","Sri Lanka","Annual","Millions","-5701767.0","","","","","","","","","","","","","","","","","-2225993.0","","","","","","","","","","","","","","","","","-1371188.0","","","","","","","","","","","","","","","","","-4959050.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.TBG_USD.MMR.A","OBS_VALUE","Sri Lanka","Trade balance goods, US dollar","Myanmar","Annual","Millions","-5300785.0","","","","","","","","","","","","","","","","","-4184436.0","","","","","","","","","","","","","","","","","-2487495.0","","","","","","","","","","","","","","","","","-35620.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","IND.MG_CIF_USD.AFG.A","OBS_VALUE","India","Imports of goods, Cost insurance freight (CIF), US dollar","Afghanistan, Islamic Republic of","Annual","Millions","4.89833466E8","","","","","","","","","","","","","","","","","4.13240454E8","","","","","","","","","","","","","","","","","6.47249612E8","","","","","","","","","","","","","","","","","6.4761E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","IND.TBG_USD.MMR.A","OBS_VALUE","India","Trade balance goods, US dollar","Myanmar","Annual","Millions","4.0719625E7","","","","","","","","","","","","","","","","","-2.67069008E8","","","","","","","","","","","","","","","","","-2.61485335E8","","","","","","","","","","","","","","","","","-9.0494E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.XG_FOB_USD.AFG.A","OBS_VALUE","Nepal","Exports of goods, Free on board (FOB), US dollar","Afghanistan, Islamic Republic of","Annual","Millions","76002.0","","","","","","","","","","","","","","","","","111756.0","","","","","","","","","","","","","","","","","111756.0","","","","","","","","","","","","","","","","","111756.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.TBG_USD.AFG.A","OBS_VALUE","Nepal","Trade balance goods, US dollar","Afghanistan, Islamic Republic of","Annual","Millions","16674.0","","","","","","","","","","","","","","","","","104604.0","","","","","","","","","","","","","","","","","104604.0","","","","","","","","","","","","","","","","","104604.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.IND.A","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","India","Annual","Millions","4.417842673E9","","","","","","","","","","","","","","","","","4.580557613E9","","","","","","","","","","","","","","","","","3.078561811E9","","","","","","","","","","","","","","","","","3.737804946E9","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.XG_FOB_USD.BGD.Q","OBS_VALUE","Myanmar","Exports of goods, Free on board (FOB), US dollar","Bangladesh","Quarterly","Millions","","1.9161587E7","","","","2.8530525E7","","","","2.2390174E7","","","","5.5239907E7","","","","","5.1547379E7","","","","2.6690523E7","","","","1.3303749E7","","","","8.9554548E7","","","","","4.1546289E7","","","","9410775.0","","","","1.3283587E7","","","","2956126.0","","","","","1.2600759E7","","","","1.6624823E7","","","","2.5498583E7","","","","1.2454597E7","","","","9.0510611E7","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.TBG_USD.IND.A","OBS_VALUE","Sri Lanka","Trade balance goods, US dollar","India","Annual","Millions","-3.602731684E9","","","","","","","","","","","","","","","","","-3.72567501E9","","","","","","","","","","","","","","","","","-2.248862098E9","","","","","","","","","","","","","","","","","-2.851321884E9","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.XG_FOB_USD.PAK.A","OBS_VALUE","Nepal","Exports of goods, Free on board (FOB), US dollar","Pakistan","Annual","Millions","1132480.0","","","","","","","","","","","","","","","","","854685.0","","","","","","","","","","","","","","","","","696348.0","","","","","","","","","","","","","","","","","1376811.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.PAK.A","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Pakistan","Annual","Millions","3.9411447E8","","","","","","","","","","","","","","","","","3.61553956E8","","","","","","","","","","","","","","","","","3.23154553E8","","","","","","","","","","","","","","","","","4.52010536E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.BGD.A","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Bangladesh","Annual","Millions","8.2998384E7","","","","","","","","","","","","","","","","","8.2926341E7","","","","","","","","","","","","","","","","","6.6625196E7","","","","","","","","","","","","","","","","","8.2695976E7","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.NPL.A","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Nepal","Annual","Millions","99694.0","","","","","","","","","","","","","","","","","248508.0","","","","","","","","","","","","","","","","","96201.0","","","","","","","","","","","","","","","","","194690.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.MG_CIF_USD.AFG.Q","OBS_VALUE","Myanmar","Imports of goods, Cost insurance freight (CIF), US dollar","Afghanistan, Islamic Republic of","Quarterly","Millions","","8115.0","","","","71351.0","","","","160376.0","","","","170587.0","","","","","281960.0","","","","268414.0","","","","227848.0","","","","247110.0","","","","","85413.0","","","","72304.0","","","","64043.0","","","","107289.0","","","","","35036.0","","","","36013.0","","","","34315.0","","","","35923.0","","","","46187.0","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.AFG.M","OBS_VALUE","Pakistan","Trade balance goods, US dollar","Afghanistan, Islamic Republic of","Monthly","Millions","","","2.3603707E7","6.4121581E7","8.6511517E7","","4.304615E7","3.341025E7","5.6679946E7","","2.2839428E7","4143386.0","-3.1741177E7","","-3.993013E7","-4.7051967E7","-1847189.0","","","-1.8514303E7","-2.7699926E7","3.2030146E7","","3.3925664E7","3.4197903E7","3.2363392E7","","1.3643727E7","1316100.0","-2.8364475E7","","-6.5976222E7","-505367.0","3.0272824E7","","","2.051668E7","1.6665089E7","2.6115142E7","","2.8274537E7","1.3402309E7","2.7062644E7","","2.1441927E7","1.6053485E7","1.2126765E7","","7513794.0","4.026174E7","4.8094689E7","","","4.1703681E7","7.1998329E7","7.3270253E7","","4.2738056E7","1.28404951E8","7.4786817E7","","6.5719366E7","5.8136891E7","8.3298557E7","","9.01021E7","1.13548175E8","9.6167577E7","","4.7346473E7","3.2969182E7","2.8527289E7","4.0670084E7"
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.AFG.Q","OBS_VALUE","Pakistan","Trade balance goods, US dollar","Afghanistan, Islamic Republic of","Quarterly","Millions","","1.74236805E8","","","","1.33136346E8","","","","-4758363.0","","","","-8.8829286E7","","","","","-1.4184083E7","","","","1.00486959E8","","","","-1.3404648E7","","","","-3.6208765E7","","","","","6.3296911E7","","","","6.873949E7","","","","4.9622177E7","","","","9.5870223E7","","","","","1.86972263E8","","","","2.45929824E8","","","","2.07154814E8","","","","2.99817852E8","","","","1.08842944E8","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.MG_CIF_USD.MMR.Q","OBS_VALUE","Afghanistan, Islamic Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Myanmar","Quarterly","Millions","","501127.0","","","","488243.0","","","","776575.0","","","","621560.0","","","","","899254.0","","","","863076.0","","","","705001.0","","","","629512.0","","","","","748538.0","","","","662404.0","","","","630810.0","","","","713850.0","","","","","664878.0","","","","683434.0","","","","580606.0","","","","625864.0","","","","592254.0","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.MDV.A","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Maldives","Annual","Millions","6627938.0","","","","","","","","","","","","","","","","","4368533.0","","","","","","","","","","","","","","","","","2994086.0","","","","","","","","","","","","","","","","","4105504.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","BTN.TBG_USD.NPL.Q","OBS_VALUE","Bhutan","Trade balance goods, US dollar","Nepal","Quarterly","Millions","","-6178986.0","","","","-5166655.0","","","","-6435775.0","","","","-7402296.0","","","","","-5896464.0","","","","-8505244.0","","","","-8023432.0","","","","-7700928.0","","","","","-7046532.0","","","","-7069771.0","","","","-6114438.0","","","","-7543933.0","","","","","-7401888.0","","","","-8603922.0","","","","-7787228.0","","","","-1.1308717E7","","","","-9305502.0","","","",""
"IMF.STA:IMTS(1.0.0)","BTN.TBG_USD.NPL.M","OBS_VALUE","Bhutan","Trade balance goods, US dollar","Nepal","Monthly","Millions","","","-1637166.0","-2148106.0","-2393714.0","","-2016268.0","-1683727.0","-1466660.0","","-1444823.0","-2386266.0","-2604686.0","","-2319142.0","-2354062.0","-2729092.0","","","-2098232.0","-1574684.0","-2223548.0","","-2870740.0","-2812248.0","-2822256.0","","-2686203.0","-2686675.0","-2650554.0","","-2385515.0","-2514668.0","-2800745.0","","","-2454761.0","-2164230.0","-2427541.0","","-2434414.0","-2361240.0","-2274117.0","","-1953679.0","-2086889.0","-2073870.0","","-2015320.0","-2086501.0","-3442112.0","","","-2256368.0","-2485575.0","-2659945.0","","-2776229.0","-2808311.0","-3019382.0","","-2715136.0","-2588303.0","-2483789.0","","-4011314.0","-2946116.0","-4351287.0","","-3419328.0","-3103785.0","-2782389.0","-3196526.0"
"IMF.STA:IMTS(1.0.0)","BTN.TBG_USD.PAK.M","OBS_VALUE","Bhutan","Trade balance goods, US dollar","Pakistan","Monthly","Millions","","","-155.0","-155.0","-155.0","","-155.0","-155.0","-155.0","","-155.0","15733.0","57242.0","","-155.0","-339.0","-1503.0","","","-155.0","-155.0","-155.0","","-3415.0","-155.0","-155.0","","-155.0","-155.0","-155.0","","-155.0","-155.0","-155.0","","","-75.0","-155.0","-155.0","","-155.0","-155.0","-155.0","","-155.0","-155.0","-155.0","","-155.0","-155.0","-155.0","","","-155.0","-155.0","-155.0","","-155.0","-155.0","-155.0","","-155.0","-155.0","-155.0","","22786.0","-155.0","-4627.0","","-155.0","-155.0","-155.0","-26874.0"
"IMF.STA:IMTS(1.0.0)","BTN.TBG_USD.MDV.M","OBS_VALUE","Bhutan","Trade balance goods, US dollar","Maldives","Monthly","Millions","","","-591.0","-591.0","-591.0","","-591.0","-591.0","-591.0","","-591.0","-591.0","-591.0","","-591.0","-591.0","-591.0","","","-591.0","-591.0","-591.0","","-591.0","-591.0","-591.0","","-591.0","-591.0","-591.0","","-591.0","-591.0","-591.0","","","-591.0","-591.0","-591.0","","-591.0","-591.0","-591.0","","-591.0","-591.0","-591.0","","-544.0","-591.0","-591.0","","","-591.0","-591.0","-591.0","","-591.0","-591.0","-591.0","","-591.0","-591.0","-591.0","","-591.0","-591.0","-591.0","","-107.0","-591.0","-591.0","-591.0"
